,batch_size,learning_rate,split_count,cnt_min,cnt_max,embedding_dim,category_embedding_dim,hidden_size,checkpoint,epoch_num,accuracy,early_stop_epoch,hidden_size.1,metric_rankme,metric_coherence,metric_pseudo_condition_number,metric_alpha_req,metric_stable_rank,metric_ne_sum,metric_self_clustering,metric_ripser,time_rankme,time_coherence,time_pseudo_condition_number,time_alpha_req,time_stable_rank,time_ne_sum,time_self_clustering,time_ripser
182,64,0.001,3,10,50,16,8,2048,checkpoints/model_64_0.001_3_10_50_2048epoch=08.ckpt,8,0.7302325581395349,25,2048,59.281,1.0,0.0018,3.8732,1.2279,6.9392,0.6704,-586.1552,0.0001,0.0001,0.0,0.0002,0.0008,17.8479,0.0018,0.1598
183,64,0.001,3,10,50,16,8,2048,checkpoints/model_64_0.001_3_10_50_2048epoch=09.ckpt,9,0.7320930232558139,25,2048,60.4826,1.0,0.002,3.7574,1.2267,7.5125,0.6698,-613.6054,0.0001,0.0001,0.0,0.0002,0.0004,18.6322,0.0018,0.1615
184,64,0.001,3,10,50,16,8,2048,checkpoints/model_64_0.001_3_10_50_2048epoch=10.ckpt,10,0.7255813953488373,25,2048,61.3139,1.0,0.002,3.7478,1.2241,8.1597,0.6716,-629.3852,0.0001,0.0001,0.0,0.0002,0.0004,18.1977,0.0018,0.1241
185,64,0.001,3,10,50,16,8,2048,checkpoints/model_64_0.001_3_10_50_2048epoch=11.ckpt,11,0.7265116279069768,25,2048,59.4199,1.0,0.0019,3.7627,1.2093,8.1226,0.6861,-624.1134,0.0001,0.0001,0.0,0.0002,0.0004,18.3257,0.0021,0.1191
186,64,0.001,3,10,50,16,8,2048,checkpoints/model_64_0.001_3_10_50_2048epoch=12.ckpt,12,0.7283720930232558,25,2048,61.2638,1.0,0.002,3.7094,1.2163,8.1858,0.6786,-636.104,0.0001,0.0001,0.0,0.0002,0.0004,18.3818,0.0019,0.1805
187,64,0.001,3,10,50,16,8,2048,checkpoints/model_64_0.001_3_10_50_2048epoch=13.ckpt,13,0.7255813953488373,25,2048,61.2347,1.0,0.002,3.6894,1.2102,8.9531,0.685,-650.3304,0.0001,0.0001,0.0,0.0002,0.0005,17.6487,0.0018,0.1228
188,64,0.001,3,10,50,16,8,2048,checkpoints/model_64_0.001_3_10_50_2048epoch=14.ckpt,14,0.7404651162790697,25,2048,60.5002,1.0,0.002,3.7065,1.2144,8.391,0.6792,-651.2882,0.0001,0.0001,0.0,0.0002,0.0004,19.1168,0.0019,0.1192
189,64,0.001,3,10,50,16,8,2048,checkpoints/model_64_0.001_3_10_50_2048epoch=15.ckpt,15,0.7283720930232558,25,2048,61.2828,1.0,0.0021,3.6965,1.2159,8.6192,0.6785,-655.6506,0.0003,0.0001,0.0,0.0002,0.0005,18.4134,0.0018,0.1191
190,64,0.001,3,10,50,16,8,2048,checkpoints/model_64_0.001_3_10_50_2048epoch=16.ckpt,16,0.7441860465116279,25,2048,61.421,1.0,0.0021,3.6859,1.2086,8.6391,0.6867,-661.7667,0.0001,0.0001,0.0,0.0002,0.0004,18.789,0.0018,0.1173
191,64,0.001,3,10,50,16,8,2048,checkpoints/model_64_0.001_3_10_50_2048epoch=17.ckpt,17,0.7246511627906976,25,2048,62.4112,1.0,0.0022,3.6566,1.2147,8.8651,0.6796,-671.2398,0.0001,0.0001,0.0,0.0003,0.0004,18.2672,0.0018,0.1622
192,64,0.001,3,10,50,16,8,2048,checkpoints/model_64_0.001_3_10_50_2048epoch=18.ckpt,18,0.7339534883720931,25,2048,62.6825,1.0,0.0022,3.6502,1.2126,9.2721,0.6814,-673.8949,0.0001,0.0001,0.0,0.0006,0.0004,20.4314,0.0019,0.1196
193,64,0.001,3,10,50,16,8,2048,checkpoints/model_64_0.001_3_10_50_2048epoch=19.ckpt,19,0.7283720930232558,25,2048,63.5138,1.0,0.0022,3.6504,1.2166,9.115,0.6776,-683.8075,0.0001,0.0001,0.0,0.0006,0.0004,20.6451,0.0019,0.1404
194,64,0.001,3,10,50,16,8,2048,checkpoints/model_64_0.001_3_10_50_2048epoch=20.ckpt,20,0.7153488372093023,25,2048,63.7098,1.0,0.0023,3.6448,1.216,9.6742,0.6783,-696.9431,0.0001,0.0001,0.0,0.0002,0.0004,20.9634,0.0018,0.1451
195,64,0.001,3,10,50,16,8,2048,checkpoints/model_64_0.001_3_10_50_2048epoch=21.ckpt,21,0.7237209302325581,25,2048,64.5732,1.0,0.0023,3.6319,1.2223,9.8855,0.6707,-715.6378,0.0001,0.0005,0.0,0.0002,0.0004,20.8828,0.0022,0.1456
